,word,index,frequency
3118,['rear'],0,167
3340,['shove'],0,167
3416,['mistaken'],0,167
4443,['shaking'],0,167
4658,['owns'],0,167
5584,['removed'],0,167
6461,['nearby'],0,167
6640,['indian'],0,167
7197,['victims'],0,167
9692,['flames'],0,167
9854,['signature'],0,167
10865,['required'],0,167
11436,['hudson'],0,167
12141,['softly'],0,167
15288,['reunion'],0,167
16695,['puss'],0,167
16887,['dial'],0,167
17368,['groan'],0,167
701,['gathered'],0,166
2431,['mermaid'],0,166
6262,['texas'],0,166
6301,['barbara'],0,166
6454,['hunters'],0,166
6490,['arriving'],0,166
7994,['fortunately'],0,166
8507,['explosions'],0,166
8620,['undo'],0,166
10189,['ruler'],0,166
10487,['dusty'],0,166
10688,['average'],0,166
11206,['pro'],0,166
14624,['booster'],0,166
52745,['triceratops'],0,166
56847,['cece'],0,166
3067,['swallow'],0,165
3425,['returns'],0,165
3649,['tim'],0,165
3972,['rider'],0,165
4684,['bare'],0,165
5438,['passage'],0,165
5491,['barrel'],0,165
5717,['feared'],0,165
5915,['centre'],0,165
6095,['wondered'],0,165
6895,['reaction'],0,165
9077,['liberty'],0,165
9250,['developed'],0,165
9463,['thursday'],0,165
10732,['magician'],0,165
10921,['kent'],0,165
11077,['actors'],0,165
11747,['fusion'],0,165
13289,['custody'],0,165
18267,['twisted'],0,165
23058,['chug'],0,165
23490,['chittering'],0,165
26771,['gizmo'],0,165
44399,['seth'],0,165
1487,['dorothy'],0,164
2283,['ballet'],0,164
2801,['yea'],0,164
3149,['feather'],0,164
5617,['commercial'],0,164
5716,['hostage'],0,164
6364,['jonathan'],0,164
6660,['hideout'],0,164
7472,['angle'],0,164
12270,['operator'],0,164
16177,['toot'],0,164
17206,['blocks'],0,164
20122,['dracula'],0,164
20978,['increase'],0,164
23660,['madness'],0,164
25754,['yummy'],0,164
28806,['linda'],0,164
30287,['fries'],0,164
36259,['geek'],0,164
1331,['tails'],0,163
2400,['fi'],0,163
3006,['giants'],0,163
3400,['lazy'],0,163
3633,['session'],0,163
4472,['buildings'],0,163
4621,['secretary'],0,163
5171,['objects'],0,163
6602,['supreme'],0,163
6643,['reindeer'],0,163
7099,['intense'],0,163
8515,['journal'],0,163
9156,['related'],0,163
11500,['analysis'],0,163
13407,['shrimp'],0,163
13987,['mack'],0,163
15716,['janet'],0,163
20005,['bail'],0,163
22283,['noodle'],0,163
24625,['emmett'],0,163
2620,['listened'],0,162
2910,['entertainment'],0,162
3623,['impression'],0,162
3774,['rage'],0,162
4554,['requires'],0,162
4880,['africa'],0,162
5690,['ol'],0,162
6534,['90'],0,162
7370,['tons'],0,162
9155,['closely'],0,162
10063,['recent'],0,162
11246,['drum'],0,162
12007,['beethoven'],0,162
15075,['genie'],0,162
15342,['goody'],0,162
17525,['kidnapping'],0,162
18761,['senate'],0,162
19777,['je'],0,162
20532,['wilbur'],0,162
37062,['decepticon'],0,162
47981,['ik'],0,162
78347,['marmaduke'],0,162
80288,['tigress'],0,162
80901,['berk'],0,162
2302,['personality'],0,161
2946,['golly'],0,161
3128,['reverend'],0,161
4259,['russian'],0,161
4311,['stare'],0,161
4813,['homes'],0,161
6654,['smee'],0,161
6735,['senses'],0,161
7257,['vacuum'],0,161
8788,['neighbor'],0,161
9621,['mortals'],0,161
11215,['fanfare'],0,161
13912,['reactor'],0,161
15584,['foster'],0,161
16292,['specific'],0,161
17124,['surveillance'],0,161
18182,['creating'],0,161
38728,['lorraine'],0,161
39525,['elvis'],0,161
44287,['andre'],0,161
45455,['marshall'],0,161
1026,['choo'],0,160
1541,['auntie'],0,160
1925,['curtain'],0,160
2866,['temper'],0,160
3246,['smack'],0,160
4666,['grows'],0,160
4749,['agreement'],0,160
5110,['sunset'],0,160
5943,['fry'],0,160
6064,['wretched'],0,160
6555,['sticky'],0,160
7273,['particularly'],0,160
8996,['reinforcements'],0,160
9841,['guessing'],0,160
10130,['steak'],0,160
10145,['earthquake'],0,160
10747,['costumes'],0,160
11245,['cha'],0,160
15063,['diane'],0,160
16379,['niece'],0,160
19516,['surprises'],0,160
20127,['sydney'],0,160
24758,['galen'],0,160
26115,['hopefully'],0,160
35622,['artemis'],0,160
41247,['doug'],0,160
44485,['tetsuo'],0,160
75399,['aqualad'],0,160
613,['lamb'],0,159
2759,['lively'],0,159
5005,['planted'],0,159
5346,['subjects'],0,159
5857,['plank'],0,159
5992,['ann'],0,159
6096,['delightful'],0,159
6417,['sings'],0,159
8246,['deny'],0,159
8383,['preparing'],0,159
8434,['ransom'],0,159
8602,['tickle'],0,159
9108,['slim'],0,159
9168,['customer'],0,159
10043,['reported'],0,159
10144,['underworld'],0,159
10247,['wilby'],0,159
11398,['homer'],0,159
12122,['clamoring'],0,159
16871,['cone'],0,159
17437,['dolls'],0,159
20484,['aaron'],0,159
22159,['finster'],0,159
26059,['grady'],0,159
29793,['theodore'],0,159
33619,['bilbo'],0,159
36488,['aisha'],0,159
45800,['gah'],0,159
257,['troubles'],0,158
1332,['feathers'],0,158
2264,['bump'],0,158
2446,['conscience'],0,158
2788,['moose'],0,158
2984,['mastodon'],0,158
4615,['crawling'],0,158
5437,['winds'],0,158
6371,['phoenix'],0,158
6405,['belle'],0,158
7451,['tanks'],0,158
7789,['backs'],0,158
8337,['ned'],0,158
8344,['studied'],0,158
10407,['spies'],0,158
11648,['ruining'],0,158
12002,['weasel'],0,158
13750,['comet'],0,158
15360,['geez'],0,158
18433,['tarzan'],0,158
21172,['industries'],0,158
21485,['mole'],0,158
47716,['shaun'],0,158
1818,['attractive'],0,157
1906,['seize'],0,157
3017,['assassin'],0,157
4946,['shave'],0,157
6736,['betray'],0,157
7057,['logical'],0,157
8527,['messages'],0,157
8623,['sharing'],0,157
10328,['fears'],0,157
10861,['visual'],0,157
12285,['honks'],0,157
14065,['toothed'],0,157
16988,['kidnap'],0,157
19685,['unison'],0,157
68872,['pitstop'],0,157
1229,['dip'],0,156
2147,['promises'],0,156
3253,['glow'],0,156
3944,['mi'],0,156
5443,['propose'],0,156
6105,['twinkle'],0,156
6626,['tink'],0,156
7002,['authorities'],0,156
7202,['fixing'],0,156
8128,['cakes'],0,156
11850,['disappoint'],0,156
11931,['lawn'],0,156
16023,['counter'],0,156
16258,['hilarious'],0,156
17293,['replaced'],0,156
17568,['institute'],0,156
17635,['retrieve'],0,156
27193,['levels'],0,156
28452,['rick'],0,156
28506,['você'],0,156
43492,['richie'],0,156
55235,['jessie'],0,156
718,['thy'],0,155
4337,['q'],0,155
5489,['pork'],0,155
5539,['sharks'],0,155
7437,['personnel'],0,155
7520,['climbing'],0,155
8117,['finals'],0,155
8427,['lighten'],0,155
8917,['arguing'],0,155
12210,['chloe'],0,155
12729,['password'],0,155
20356,['calvin'],0,155
22552,['burke'],0,155
23780,['pah'],0,155
2899,['hairy'],0,154
3039,['oughta'],0,154
3047,['pour'],0,154
4123,['counts'],0,154
4858,['offering'],0,154
5708,['squid'],0,154
6063,['inches'],0,154
6131,['cease'],0,154
6465,['buddies'],0,154
6518,['upper'],0,154
6936,['liquid'],0,154
7400,['shoulders'],0,154
7459,['controlled'],0,154
8122,['added'],0,154
9772,['loudly'],0,154
10040,['attic'],0,154
10472,['kangaroo'],0,154
10642,['production'],0,154
12512,['caii'],0,154
12700,['scheme'],0,154
15121,['trains'],0,154
16180,['tire'],0,154
20225,['magnet'],0,154
27276,['genetic'],0,154
80978,['separatists'],0,154
95027,['superboy'],0,154
1034,['sayin'],0,153
1096,['shrink'],0,153
1344,['seeds'],0,153
4102,['worn'],0,153
4450,['boarding'],0,153
4964,['lo'],0,153
5604,['dock'],0,153
5620,['fo'],0,153
5930,['roast'],0,153
6126,['explains'],0,153
7301,['dimensional'],0,153
7450,['acid'],0,153
8562,['scores'],0,153
8591,['deeper'],0,153
9400,['boot'],0,153
9782,['article'],0,153
10548,['bake'],0,153
11321,['childhood'],0,153
11688,['molecular'],0,153
12246,['margaret'],0,153
14263,['recover'],0,153
14748,['anthill'],0,153
15901,['subway'],0,153
17738,['dent'],0,153
20333,['insult'],0,153
22683,['northern'],0,153
34577,['flim'],0,153
46606,['loki'],0,153
75772,['asgard'],0,153
2286,['primitive'],0,152
2476,['yoo'],0,152
3759,['delicate'],0,152
3955,['jacob'],0,152
4312,['burst'],0,152
4344,['adventures'],0,152
5393,['scar'],0,152
5483,['immortal'],0,152
6214,['singer'],0,152
6487,['potatoes'],0,152
7060,['sketch'],0,152
7100,['rays'],0,152
7111,['cosmic'],0,152
7182,['signals'],0,152
7191,['impact'],0,152
8115,['efforts'],0,152
8184,['critical'],0,152
8612,['structure'],0,152
8650,['gulps'],0,152
10598,['tomb'],0,152
15138,['oven'],0,152
16844,['tanya'],0,152
20349,['wu'],0,152
22782,['screwed'],0,152
23225,['readings'],0,152
24729,['culture'],0,152
28502,['bom'],0,152
35760,['trevor'],0,152
36062,['boogie'],0,152
55771,['dd'],0,152
70962,['juni'],0,152
71600,['hagrid'],0,152
879,['diamonds'],0,151
1305,['stroke'],0,151
2623,['raining'],0,151
3730,['snaps'],0,151
4361,['violet'],0,151
4981,['estate'],0,151
5089,['divorce'],0,151
5747,['civil'],0,151
6067,['helpful'],0,151
6169,['pooh'],0,151
6327,['announcement'],0,151
8348,['slightly'],0,151
8893,['tellin'],0,151
9154,['apes'],0,151
9245,['scent'],0,151
10919,['function'],0,151
11438,['effective'],0,151
12134,['arrival'],0,151
12548,['basic'],0,151
13444,['27'],0,151
14591,['herb'],0,151
15919,['ancestors'],0,151
16531,['passion'],0,151
17167,['twin'],0,151
17962,['creative'],0,151
18229,['phones'],0,151
21108,['storage'],0,151
22250,['spooky'],0,151
25764,['info'],0,151
28330,['sucks'],0,151
79251,['airbender'],0,151
1113,['splash'],0,150
1488,['doesn'],0,150
2666,['slight'],0,150
3782,['poo'],0,150
5685,['hint'],0,150
5696,['manner'],0,150
5811,['anderson'],0,150
5921,['directions'],0,150
6698,['buster'],0,150
6750,['banished'],0,150
7189,['produce'],0,150
8200,['lordship'],0,150
10399,['scaring'],0,150
10572,['reasonable'],0,150
10678,['strikes'],0,150
10808,['inc'],0,150
10977,['jubilee'],0,150
11314,['judgment'],0,150
11530,['colony'],0,150
12298,['mature'],0,150
16808,['ambassador'],0,150
16978,['phew'],0,150
17079,['evacuate'],0,150
17241,['transmitter'],0,150
18655,['cheated'],0,150
21674,['indicate'],0,150
23957,['empress'],0,150
25558,['ali'],0,150
26405,['steven'],0,150
32558,['lasers'],0,150
32597,['viper'],0,150
33728,['roxanne'],0,150
67555,['kun'],0,150
2251,['procedure'],0,149
2654,['crossing'],0,149
3932,['shocked'],0,149
4694,['violent'],0,149
5756,['visitors'],0,149
6168,['committed'],0,149
6394,['glove'],0,149
7281,['leak'],0,149
7874,['admire'],0,149
8653,['costs'],0,149
8787,['squeal'],0,149
10270,['tennis'],0,149
10957,['esther'],0,149
11038,['lawrence'],0,149
11715,['gamma'],0,149
11785,['fishy'],0,149
13353,['treating'],0,149
13796,['bam'],0,149
16169,['element'],0,149
36909,['lem'],0,149
39866,['hub'],0,149
53496,['rito'],0,149
522,['fooling'],0,148
1933,['hereby'],0,148
2517,['clumsy'],0,148
4017,['sting'],0,148
4504,['sis'],0,148
5464,['rides'],0,148
5698,['boats'],0,148
5792,['reckon'],0,148
6329,['clara'],0,148
7259,['radiation'],0,148
8700,['clearing'],0,148
13791,['bananas'],0,148
16938,['broadcast'],0,148
19147,['essence'],0,148
22801,['flam'],0,148
25466,['magnus'],0,148
30670,['teresa'],0,148
38546,['angus'],0,148
817,['sunshine'],0,147
2044,['clip'],0,147
2514,['skinny'],0,147
4294,['exhausted'],0,147
4765,['tide'],0,147
5784,['flood'],0,147
6651,['drops'],0,147
7955,['folk'],0,147
11460,['describe'],0,147
11499,['talented'],0,147
13127,['sixth'],0,147
13414,['operate'],0,147
15171,['mick'],0,147
17317,['cans'],0,147
18422,['butts'],0,147
24301,['vile'],0,147
30109,['fozzie'],0,147
31078,['jeans'],0,147
72367,['grodd'],0,147
97418,['everypony'],0,147
873,['rug'],0,146
964,['hay'],0,146
1689,['brick'],0,146
1919,['wrath'],0,146
3032,['clowns'],0,146
3161,['dizzy'],0,146
4862,['vast'],0,146
4894,['drives'],0,146
5157,['visitor'],0,146
5906,['hats'],0,146
6227,['background'],0,146
7425,['focused'],0,146
7987,['sock'],0,146
8435,['cracked'],0,146
9638,['meows'],0,146
10584,['dungeon'],0,146
10943,['unfair'],0,146
11156,['assist'],0,146
11169,['comedy'],0,146
12094,['revving'],0,146
16950,['facing'],0,146
18015,['classes'],0,146
18495,['glue'],0,146
18598,['yawns'],0,146
21262,['floyd'],0,146
30809,['issues'],0,146
39465,['gene'],0,146
44029,['oa'],0,146
78619,['deunan'],0,146
225,['laughed'],0,145
716,['summon'],0,145
923,['squeak'],0,145
1581,['dot'],0,145
1798,['bleeding'],0,145
3001,['ox'],0,145
3771,['whinnies'],0,145
5269,['daring'],0,145
5289,['detail'],0,145
5301,['favour'],0,145
5672,['destination'],0,145
5803,['contrary'],0,145
6844,['legendary'],0,145
6965,['airplane'],0,145
8293,['proved'],0,145
8416,['gathering'],0,145
9005,['stubborn'],0,145
9130,['heather'],0,145
9809,['alec'],0,145
9993,['burden'],0,145
10690,['phony'],0,145
12127,['sharon'],0,145
12390,['troll'],0,145
13648,['recommend'],0,145
15161,['heroic'],0,145
19392,['priority'],0,145
22239,['luther'],0,145
25922,['bond'],0,145
37221,['footage'],0,145
38677,['laura'],0,145
48953,['grievous'],0,145
169,['misery'],0,144
672,['lap'],0,144
1859,['click'],0,144
1877,['fellows'],0,144
1990,['sneaking'],0,144
3334,['spoil'],0,144
4177,['anchor'],0,144
4453,['chairman'],0,144
6346,['champ'],0,144
6473,['complaining'],0,144
6527,['louder'],0,144
6579,['trucks'],0,144
6843,['tales'],0,144
6890,['statement'],0,144
7133,['complex'],0,144
7278,['contain'],0,144
9140,['fluffy'],0,144
10364,['ad'],0,144
10772,['peek'],0,144
11605,['chuckle'],0,144
14708,['needing'],0,144
16861,['sebastian'],0,144
19237,['connect'],0,144
19344,['options'],0,144
25340,['zapping'],0,144
25840,['grid'],0,144
33613,['hobbit'],0,144
1505,['squawks'],0,143
3059,['dough'],0,143
3851,['asks'],0,143
3986,['spill'],0,143
4105,['packing'],0,143
4320,['unhappy'],0,143
6379,['towel'],0,143
7458,['timer'],0,143
10457,['cases'],0,143
10710,['dinosaurs'],0,143
12150,['uniforms'],0,143
13119,['asteroid'],0,143
13523,['previous'],0,143
14309,['limited'],0,143
16260,['ceiling'],0,143
16284,['achieve'],0,143
18520,['client'],0,143
18624,['anniversary'],0,143
19028,['blocked'],0,143
19586,['similar'],0,143
21787,['rebecca'],0,143
24378,['yum'],0,143
924,['hen'],0,142
2195,['practical'],0,142
4417,['pills'],0,142
4636,['chains'],0,142
4788,['hawaii'],0,142
5635,['sticking'],0,142
7506,['pre'],0,142
8051,['pencil'],0,142
8573,['escaping'],0,142
8588,['limits'],0,142
8830,['answered'],0,142
9148,['doggy'],0,142
10351,['dagger'],0,142
18209,['internal'],0,142
19681,['id'],0,142
25217,['goons'],0,142
26872,['bullshit'],0,142
2170,['degree'],0,141
3617,['stunt'],0,141
3926,['insects'],0,141
4097,['dame'],0,141
4264,['32'],0,141
4796,['wished'],0,141
6954,['fritz'],0,141
7081,['matches'],0,141
8586,['operating'],0,141
9158,['beaver'],0,141
9195,['yards'],0,141
9556,['delighted'],0,141
10432,['rome'],0,141
10645,['suggestion'],0,141
10768,['recognized'],0,141
10789,['snacks'],0,141
11122,['surgery'],0,141
11768,['brake'],0,141
13374,['wiped'],0,141
14697,['rhino'],0,141
16862,['proves'],0,141
18053,['dynamite'],0,141
18093,['interference'],0,141
20494,['vocalizing'],0,141
20749,['sa'],0,141
23007,['mayday'],0,141
23088,['juliet'],0,141
25460,['zombies'],0,141
27558,['vortex'],0,141
35315,['dani'],0,141
42548,['funky'],0,141
86896,['gobber'],0,141
1215,['bedtime'],0,140
1565,['haven'],0,140
1890,['tore'],0,140
2461,['badge'],0,140
2779,['squirt'],0,140
3072,['whee'],0,140
4263,['races'],0,140
4835,['instance'],0,140
5410,['flint'],0,140
5548,['butler'],0,140
6025,['copper'],0,140
6049,['waters'],0,140
8160,['patients'],0,140
8760,['choking'],0,140
9277,['yeller'],0,140
10140,['permanently'],0,140
10634,['zoom'],0,140
11178,['pages'],0,140
13201,['resistance'],0,140
14833,['diego'],0,140
15767,['ambulance'],0,140
18353,['choices'],0,140
18490,['victoria'],0,140
26136,['eugene'],0,140
32699,['reptiles'],0,140
42475,['sidekick'],0,140
42662,['chancellor'],0,140
85397,['tã'],0,140
1190,['chased'],0,139
1262,['harmless'],0,139
1264,['makin'],0,139
2104,['clanking'],0,139
2979,['platform'],0,139
5015,['lip'],0,139
5029,['happier'],0,139
6130,['shed'],0,139
6685,['brats'],0,139
6892,['sneezes'],0,139
6959,['era'],0,139
9470,['item'],0,139
10037,['nightmares'],0,139
11773,['discovery'],0,139
12491,['raw'],0,139
13691,['chow'],0,139
15255,['hobbs'],0,139
16678,['dentist'],0,139
16903,['defenses'],0,139
17834,['doodle'],0,139
18170,['jersey'],0,139
21454,['puzzle'],0,139
30794,['mid'],0,139
39042,['brewster'],0,139
49330,['evan'],0,139
52866,['zord'],0,139
628,['liver'],0,138
1694,['pointing'],0,138
1755,['emotion'],0,138
1783,['paw'],0,138
1920,['presume'],0,138
4036,['expression'],0,138
4104,['sends'],0,138
4545,['beams'],0,138
4640,['beta'],0,138
5828,['climbed'],0,138
5926,['cherry'],0,138
6108,['fond'],0,138
7204,['caution'],0,138
8259,['confirm'],0,138
8369,['gratitude'],0,138
8587,['sinking'],0,138
8873,['pounding'],0,138
9492,['bloom'],0,138
10684,['booth'],0,138
11124,['recording'],0,138
11239,['shatters'],0,138
11474,['rehearsal'],0,138
12683,['iong'],0,138
15564,['kay'],0,138
17282,['citizen'],0,138
20544,['illusion'],0,138
20808,['canyon'],0,138
21261,['connie'],0,138
23374,['poop'],0,138
26593,['ally'],0,138
32059,['stinky'],0,138
903,['sleepy'],0,137
2305,['kindly'],0,137
2805,['provided'],0,137
3859,['dismissed'],0,137
4286,['28'],0,137
4560,['straighten'],0,137
4983,['policy'],0,137
5908,['babbling'],0,137
6171,['42'],0,137
6263,['johnson'],0,137
6707,['indians'],0,137
7468,['pad'],0,137
8071,['melody'],0,137
8154,['26'],0,137
9208,['boris'],0,137
10098,['generations'],0,137
11090,['writer'],0,137
11145,['vegas'],0,137
11575,['snorting'],0,137
12041,['mumbling'],0,137
13525,['confirmed'],0,137
18397,['programming'],0,137
20033,['maniac'],0,137
23484,['patrick'],0,137
34687,['dumped'],0,137
39412,['sham'],0,137
42406,['jessica'],0,137
45787,['lilo'],0,137
689,['nails'],0,136
960,['stable'],0,136
1709,['riddle'],0,136
3165,['loop'],0,136
3369,['dug'],0,136
3612,['raising'],0,136
3780,['understands'],0,136
4912,['tha'],0,136
5111,['frame'],0,136
5449,['risky'],0,136
7190,['nerves'],0,136
8332,['submarine'],0,136
12675,['cogs'],0,136
12931,['permit'],0,136
14306,['workers'],0,136
15989,['commence'],0,136
17000,['luckily'],0,136
18260,['drawn'],0,136
19827,['tyler'],0,136
22595,['perimeter'],0,136
30097,['gonzo'],0,136
69853,['bethany'],0,136
79369,['toph'],0,136
261,['suffered'],0,135
1186,['rhythm'],0,135
1303,['satisfied'],0,135
2155,['slimy'],0,135
3337,['spoon'],0,135
3608,['bills'],0,135
4306,['fraud'],0,135
6410,['waiter'],0,135
6828,['fiend'],0,135
6851,['influence'],0,135
7353,['aircraft'],0,135
7403,['48'],0,135
8092,['nicholas'],0,135
8354,['scope'],0,135
8409,['underwater'],0,135
8998,['cough'],0,135
9175,['aunts'],0,135
10501,['hubert'],0,135
11104,['agency'],0,135
11141,['frankie'],0,135
11276,['instincts'],0,135
12180,['gilbert'],0,135
12386,['compliment'],0,135
13147,['excuses'],0,135
13456,['haircut'],0,135
14762,['wrestling'],0,135
17056,['chess'],0,135
17824,['initiate'],0,135
21191,['nova'],0,135
23849,['karen'],0,135
40825,['jan'],0,135
41878,['grundy'],0,135
2069,['sparrow'],0,134
3272,['possession'],0,134
4575,['sorrow'],0,134
4999,['spaghetti'],0,134
5212,['arrange'],0,134
5805,['claims'],0,134
6757,['impress'],0,134
7000,['demonstration'],0,134
8227,['answering'],0,134
8671,['territory'],0,134
9167,['deaf'],0,134
9494,['murphy'],0,134
15498,['technical'],0,134
15611,['prey'],0,134
17237,['recruit'],0,134
17823,['booby'],0,134
19463,['decisions'],0,134
22932,['realise'],0,134
31704,['ga'],0,134
31901,['bigfoot'],0,134
43073,['barf'],0,134
46211,['tannen'],0,134
76187,['melman'],0,134
86891,['stoick'],0,134
771,['faithful'],0,133
1308,['sucking'],0,133
1860,['heel'],0,133
3621,['exposed'],0,133
4474,['cities'],0,133
4585,['handled'],0,133
4777,['rabbits'],0,133
4826,['florida'],0,133
4876,['planes'],0,133
5606,['brace'],0,133
8632,['dearest'],0,133
9084,['firm'],0,133
10481,['harbor'],0,133
11650,['torch'],0,133
12473,['fudge'],0,133
13749,['bench'],0,133
15890,['active'],0,133
18309,['dat'],0,133
20144,['balloons'],0,133
20315,['gut'],0,133
23809,['ellie'],0,133
25987,['carmen'],0,133
32348,['alliance'],0,133
33890,['currently'],0,133
36937,['nyah'],0,133
42616,['coolest'],0,133
50777,['shi'],0,133
54237,['wade'],0,133
483,['expedition'],0,132
1504,['buffalo'],0,132
1537,['menace'],0,132
1564,['polite'],0,132
1855,['announce'],0,132
3024,['vow'],0,132
3322,['servants'],0,132
3532,['belonged'],0,132
3864,['holidays'],0,132
5044,['rum'],0,132
5100,['nations'],0,132
5670,['suspected'],0,132
6200,['engagement'],0,132
6232,['footprints'],0,132
6795,['kisses'],0,132
6988,['mexico'],0,132
7289,['cooked'],0,132
7417,['devices'],0,132
7865,['targets'],0,132
8366,['shortly'],0,132
8821,['campaign'],0,132
9946,['coal'],0,132
10068,['concept'],0,132
10622,['hobby'],0,132
11300,['drama'],0,132
11386,['tragic'],0,132
11888,['gorillas'],0,132
12262,['mock'],0,132
12720,['signing'],0,132
14367,['furry'],0,132
16966,['struggling'],0,132
17661,['controlling'],0,132
19163,['reset'],0,132
20560,['metallic'],0,132
21054,['pizzas'],0,132
22072,['stress'],0,132
24558,['fridge'],0,132
30386,['superstar'],0,132
30569,['howls'],0,132
32886,['psycho'],0,132
37122,['brainiac'],0,132
43458,['addams'],0,132
65578,['turtlecom'],0,132
71615,['voldemort'],0,132
1747,['torn'],0,131
2937,['dignity'],0,131
5400,['wrist'],0,131
6604,['nana'],0,131
6711,['ee'],0,131
6852,['daily'],0,131
7186,['roller'],0,131
7515,['automatic'],0,131
8547,['reef'],0,131
9018,['attorney'],0,131
10483,['cruiser'],0,131
10639,['hers'],0,131
10687,['pow'],0,131
11978,['eleven'],0,131
12275,['vicky'],0,131
14555,['mustache'],0,131
17109,['buzzes'],0,131
17119,['upbeat'],0,131
17565,['lincoln'],0,131
18824,['fountain'],0,131
19082,['harold'],0,131
21023,['rupert'],0,131
21433,['clanging'],0,131
23023,['thanksgiving'],0,131
25025,['distracted'],0,131
32001,['nerd'],0,131
61005,['roxie'],0,131
97442,['equestria'],0,131
806,['fade'],0,130
1433,['kindness'],0,130
1657,['represent'],0,130
1888,['kills'],0,130
3686,['honk'],0,130
3841,['miracles'],0,130
5173,['bruno'],0,130
9369,['rot'],0,130
10172,['400'],0,130
10333,['warren'],0,130
12304,['nervously'],0,130
13057,['tempo'],0,130
13281,['awaits'],0,130
13480,['tax'],0,130
13956,['breakdown'],0,130
14076,['einstein'],0,130
15228,['cleaner'],0,130
16796,['contains'],0,130
17670,['mini'],0,130
18146,['whooping'],0,130
23429,['oy'],0,130
24503,['puck'],0,130
31866,['ronnie'],0,130
32457,['blasters'],0,130
1453,['tragedy'],0,129
3097,['beak'],0,129
3574,['exam'],0,129
3807,['repairs'],0,129
4717,['bubbles'],0,129
4759,['shack'],0,129
4911,['hears'],0,129
5203,['farther'],0,129
6208,['miller'],0,129
7059,['70'],0,129
7236,['bulky'],0,129
7287,['bottles'],0,129
8186,['immediate'],0,129
8279,['endless'],0,129
8831,['honorable'],0,129
9508,['blessed'],0,129
10156,['refused'],0,129
10249,['switched'],0,129
10434,['shipment'],0,129
12804,['operational'],0,129
12815,['38'],0,129
14488,['tearing'],0,129
15710,['higgins'],0,129
18616,['tracy'],0,129
18690,['blend'],0,129
18920,['smelly'],0,129
32302,['spits'],0,129
34547,['debbie'],0,129
1098,['disgrace'],0,128
2277,['anxious'],0,128
2404,['goo'],0,128
3370,['disturb'],0,128
4116,['fee'],0,128
5474,['threatened'],0,128
5853,['compass'],0,128
5932,['sailor'],0,128
6740,['dreadful'],0,128
6921,['inspired'],0,128
8107,['sobs'],0,128
8346,['fortunate'],0,128
8732,['volunteer'],0,128
9325,['acts'],0,128
9441,['cooler'],0,128
9592,['daylight'],0,128
10271,['neighbors'],0,128
11228,['gibberish'],0,128
12276,['hon'],0,128
12352,['typical'],0,128
12434,['dresses'],0,128
12672,['cogsweii'],0,128
13070,['cereal'],0,128
14689,['scooter'],0,128
15479,['powering'],0,128
15713,['lunatic'],0,128
16046,['demands'],0,128
17159,['intruders'],0,128
17615,['proven'],0,128
17921,['crystals'],0,128
18973,['explosives'],0,128
19658,['breach'],0,128
23517,['invincible'],0,128
24094,['shells'],0,128
30941,['maniacally'],0,128
31165,['jeff'],0,128
43017,['gail'],0,128
73981,['dobby'],0,128
800,['fuss'],0,127
905,['lit'],0,127
1644,['oz'],0,127
2030,['di'],0,127
2451,['keeper'],0,127
2748,['ifyou'],0,127
3168,['autograph'],0,127
3619,['studies'],0,127
4424,['sailing'],0,127
4650,['marrying'],0,127
4985,['lend'],0,127
5266,['finishing'],0,127
5876,['gunshots'],0,127
6000,['governor'],0,127
6088,['chorus'],0,127
7974,['mooing'],0,127
8106,['punished'],0,127
9025,['method'],0,127
12010,['confess'],0,127
12641,['sassy'],0,127
13707,['viewing'],0,127
17058,['toxic'],0,127
22206,['auto'],0,127
23778,['cuz'],0,127
23812,['crane'],0,127
25300,['martial'],0,127
26939,['josephine'],0,127
27163,['scanners'],0,127
28375,['doris'],0,127
32417,['han'],0,127
71794,['genovia'],0,127
80967,['padawan'],0,127
96929,['razer'],0,127
144,['arrives'],0,126
3180,['choir'],0,126
3618,['pays'],0,126
5001,['cried'],0,126
5013,['commit'],0,126
6178,['loses'],0,126
6369,['dodge'],0,126
6478,['sniff'],0,126
6575,['disturbance'],0,126
6809,['ton'],0,126
6857,['frontier'],0,126
6976,['development'],0,126
7316,['depend'],0,126
8088,['confident'],0,126
9491,['molly'],0,126
10213,['shred'],0,126
10319,['civilization'],0,126
11520,['distress'],0,126
11827,['branch'],0,126
15253,['narrating'],0,126
15800,['largest'],0,126
15970,['allies'],0,126
18844,['dah'],0,126
19049,['vulnerable'],0,126
19167,['valentine'],0,126
22704,['cobra'],0,126
25622,['rebuild'],0,126
25716,['freaky'],0,126
27191,['override'],0,126
42201,['jess'],0,126
48119,['marv'],0,126
48581,['fester'],0,126
53063,['mantis'],0,126
72148,['odie'],0,126
76411,['bigweld'],0,126
547,['gloves'],0,125
1483,['chicks'],0,125
1499,['hunk'],0,125
1753,['arrows'],0,125
2174,['roots'],0,125
2452,['ofthe'],0,125
3726,['haw'],0,125
4275,['slightest'],0,125
4442,['carriage'],0,125
4893,['warden'],0,125
5206,['conditions'],0,125
5312,['bush'],0,125
5459,['wig'],0,125
5461,['ahoy'],0,125
6065,['height'],0,125
6444,['compete'],0,125
7022,['reaches'],0,125
7391,['tow'],0,125
8529,['crusoe'],0,125
8651,['drums'],0,125
9291,['hooked'],0,125
9477,['retired'],0,125
